,Time (CET),Attribute,Value,datetime,Year,Month,Day,s,sH,T,p,c,Cl,w,tS,E',P,U
2445,22,2020-05-20,0.0,2020-05-20 22:00:00,2020,5,20,0,14,11.1,0.0,100,"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.",0,0,0,764.2,84.0
2446,23,2020-05-20,0.0,2020-05-20 23:00:00,2020,5,20,0,14,11.1,0.0,100,"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.",0,0,0,764.2,84.0
2447,24,2020-05-21,0.0,2020-05-21 00:00:00,2020,5,21,0,14,13.8,0.0,60,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,764.2,96.0
2448,1,2020-05-21,458.36868,2020-05-21 01:00:00,2020,5,21,0,14,13.8,0.0,60,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,764.2,96.0
2449,2,2020-05-21,17221.56612,2020-05-21 02:00:00,2020,5,21,1,14,13.8,0.0,60,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,764.2,96.0
2450,3,2020-05-21,51861.14208,2020-05-21 03:00:00,2020,5,21,1,14,20.3,0.0,60,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,764.7,100.0
2451,4,2020-05-21,63647.76528,2020-05-21 04:00:00,2020,5,21,1,14,20.3,0.0,60,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,764.7,100.0
2452,5,2020-05-21,78184.60056,2020-05-21 05:00:00,2020,5,21,1,14,20.3,0.0,60,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,764.7,100.0
2453,6,2020-05-21,77988.15684,2020-05-21 06:00:00,2020,5,21,1,14,25.9,0.0,70,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,764.2,84.0
2454,7,2020-05-21,75761.79468,2020-05-21 07:00:00,2020,5,21,1,14,25.9,0.0,70,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,764.2,84.0
2455,8,2020-05-21,69344.63316,2020-05-21 08:00:00,2020,5,21,1,14,25.9,0.0,70,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,764.2,84.0
2456,9,2020-05-21,65874.12744,2020-05-21 09:00:00,2020,5,21,1,14,26.1,0.0,60,"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.",0,0,0,763.8,42.0
2457,10,2020-05-21,55004.2416,2020-05-21 10:00:00,2020,5,21,1,14,26.1,0.0,60,"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.",0,0,0,763.8,42.0
2458,11,2020-05-21,66725.38356,2020-05-21 11:00:00,2020,5,21,1,14,26.1,0.0,60,"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.",0,0,0,763.8,42.0
2459,12,2020-05-21,72094.84524,2020-05-21 12:00:00,2020,5,21,1,14,27.1,0.0,60,"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.",0,0,0,762.4,33.0
2460,13,2020-05-21,36996.9006,2020-05-21 13:00:00,2020,5,21,1,14,27.1,0.0,60,"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.",0,0,0,762.4,33.0
2461,14,2020-05-21,2815.69332,2020-05-21 14:00:00,2020,5,21,1,14,27.1,0.0,60,"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.",0,0,0,762.4,33.0
2462,16,2020-05-21,0.0,2020-05-21 16:00:00,2020,5,21,1,14,17.5,2.0,60,"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.",0,0,0,762.1,30.0
2463,17,2020-05-21,0.0,2020-05-21 17:00:00,2020,5,21,0,14,17.5,2.0,60,"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.",0,0,0,762.1,30.0
2464,18,2020-05-21,0.0,2020-05-21 18:00:00,2020,5,21,0,14,17.4,0.0,100,"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.",Облака покрывали более половины неба в течение всего соответствующего периода.,0,0,765.1,100.0
2465,19,2020-05-21,0.0,2020-05-21 19:00:00,2020,5,21,0,14,17.4,0.0,100,"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.",Облака покрывали более половины неба в течение всего соответствующего периода.,0,0,765.1,100.0
2466,20,2020-05-21,0.0,2020-05-21 20:00:00,2020,5,21,0,14,17.4,0.0,100,"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.",Облака покрывали более половины неба в течение всего соответствующего периода.,0,0,765.1,100.0
2467,21,2020-05-21,0.0,2020-05-21 21:00:00,2020,5,21,0,14,15.7,0.0,70,"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.",Гроза (грозы) с осадками или без них.,0,0,765.3,76.0
2468,22,2020-05-21,0.0,2020-05-21 22:00:00,2020,5,21,0,14,15.7,0.0,70,"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.",Гроза (грозы) с осадками или без них.,0,0,765.3,76.0
2469,23,2020-05-21,0.0,2020-05-21 23:00:00,2020,5,21,0,14,15.7,0.0,70,"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.",Гроза (грозы) с осадками или без них.,0,0,765.3,76.0
2470,24,2020-05-22,0.0,2020-05-22 00:00:00,2020,5,22,0,14,10.8,0.0,60,"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.",0,0,0,765.1,100.0
2471,1,2020-05-22,329.18094,2020-05-22 01:00:00,2020,5,22,0,14,10.8,0.0,60,"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.",0,0,0,765.1,100.0
2472,2,2020-05-22,22845.157236,2020-05-22 02:00:00,2020,5,22,1,14,10.8,0.0,60,"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.",0,0,0,765.1,100.0
2473,3,2020-05-22,64058.610924,2020-05-22 03:00:00,2020,5,22,1,14,19.1,0.3,20,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,766.9,100.0
2474,4,2020-05-22,77094.176148,2020-05-22 04:00:00,2020,5,22,1,14,19.1,0.3,20,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,766.9,100.0
2475,5,2020-05-22,80451.821736,2020-05-22 05:00:00,2020,5,22,1,14,19.1,0.3,20,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,766.9,100.0
2476,6,2020-05-22,79135.097976,2020-05-22 06:00:00,2020,5,22,1,14,24.8,0.0,0,0,0,0,0,765.7,90.0
2477,7,2020-05-22,77752.538028,2020-05-22 07:00:00,2020,5,22,1,14,24.8,0.0,0,0,0,0,0,765.7,90.0
2478,8,2020-05-22,77686.70184,2020-05-22 08:00:00,2020,5,22,1,14,24.8,0.0,0,0,0,0,0,765.7,90.0
2479,9,2020-05-22,77620.86565200001,2020-05-22 09:00:00,2020,5,22,1,14,27.9,0.0,0,0,0,0,0,764.5,39.0
2480,10,2020-05-22,77555.029464,2020-05-22 10:00:00,2020,5,22,1,14,27.9,0.0,0,0,0,0,0,764.5,39.0
2481,11,2020-05-22,77291.684712,2020-05-22 11:00:00,2020,5,22,1,14,27.9,0.0,0,0,0,0,0,764.5,39.0
2482,12,2020-05-22,77620.86565200001,2020-05-22 12:00:00,2020,5,22,1,14,28.3,0.0,20,"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.",0,0,0,763.1,30.0
2483,13,2020-05-22,76106.633328,2020-05-22 13:00:00,2020,5,22,1,14,28.3,0.0,20,"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.",0,0,0,763.1,30.0
2484,14,2020-05-22,62215.19766,2020-05-22 14:00:00,2020,5,22,1,14,28.3,0.0,20,"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.",0,0,0,763.1,30.0
2485,15,2020-05-22,17644.098384,2020-05-22 15:00:00,2020,5,22,1,14,22.5,0.0,20,"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.",0,0,0,762.7,27.0
2486,16,2020-05-22,592.525692,2020-05-22 16:00:00,2020,5,22,1,14,22.5,0.0,20,"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.",0,0,0,762.7,27.0
2487,17,2020-05-22,0.0,2020-05-22 17:00:00,2020,5,22,0,14,22.5,0.0,20,"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.",0,0,0,762.7,27.0
2488,18,2020-05-22,0.0,2020-05-22 18:00:00,2020,5,22,0,14,16.0,0.0,0,0,0,0,0,763.8,47.0
2489,19,2020-05-22,0.0,2020-05-22 19:00:00,2020,5,22,0,14,16.0,0.0,0,0,0,0,0,763.8,47.0
2490,20,2020-05-22,0.0,2020-05-22 20:00:00,2020,5,22,0,14,16.0,0.0,0,0,0,0,0,763.8,47.0
2491,21,2020-05-22,0.0,2020-05-22 21:00:00,2020,5,22,0,14,14.5,0.0,0,0,0,0,0,764.5,46.0
2492,22,2020-05-22,0.0,2020-05-22 22:00:00,2020,5,22,0,14,14.5,0.0,0,0,0,0,0,764.5,46.0
2493,23,2020-05-22,0.0,2020-05-22 23:00:00,2020,5,22,0,14,14.5,0.0,0,0,0,0,0,764.5,46.0
2494,24,2020-05-23,0.0,2020-05-23 00:00:00,2020,5,23,0,14,12.8,0.0,0,0,0,0,0,764.6,48.0
2495,1,2020-05-23,328.38102000000003,2020-05-23 01:00:00,2020,5,23,0,14,12.8,0.0,0,0,0,0,0,764.6,48.0
2496,2,2020-05-23,22789.642788,2020-05-23 02:00:00,2020,5,23,1,14,12.8,0.0,0,0,0,0,0,764.6,48.0
2497,3,2020-05-23,63508.889268,2020-05-23 03:00:00,2020,5,23,1,14,23.9,0.0,0,0,0,0,0,766.3,69.0
2498,4,2020-05-23,75856.01562,2020-05-23 04:00:00,2020,5,23,1,14,23.9,0.0,0,0,0,0,0,766.3,69.0
2499,5,2020-05-23,79271.178228,2020-05-23 05:00:00,2020,5,23,1,14,23.9,0.0,0,0,0,0,0,766.3,69.0
2500,6,2020-05-23,79205.502024,2020-05-23 06:00:00,2020,5,23,1,14,29.1,0.0,0,0,0,0,0,763.6,39.0
2501,7,2020-05-23,78942.797208,2020-05-23 07:00:00,2020,5,23,1,14,29.1,0.0,0,0,0,0,0,763.6,39.0
2502,8,2020-05-23,78942.797208,2020-05-23 08:00:00,2020,5,23,1,14,29.1,0.0,0,0,0,0,0,763.6,39.0
2503,9,2020-05-23,78811.4448,2020-05-23 09:00:00,2020,5,23,1,14,30.9,0.0,0,0,0,0,0,761.8,24.0
2504,10,2020-05-23,79008.473412,2020-05-23 10:00:00,2020,5,23,1,14,30.9,0.0,0,0,0,0,0,761.8,24.0
2505,11,2020-05-23,78548.739984,2020-05-23 11:00:00,2020,5,23,1,14,30.9,0.0,0,0,0,0,0,761.8,24.0
2506,12,2020-05-23,78745.76859600001,2020-05-23 12:00:00,2020,5,23,1,14,30.4,0.0,0,0,0,0,0,760.8,25.0
2507,13,2020-05-23,76578.453864,2020-05-23 13:00:00,2020,5,23,1,14,30.4,0.0,0,0,0,0,0,760.8,25.0
2508,14,2020-05-23,61604.279352000005,2020-05-23 14:00:00,2020,5,23,1,14,30.4,0.0,0,0,0,0,0,760.8,25.0
2509,15,2020-05-23,17601.222672,2020-05-23 15:00:00,2020,5,23,1,14,23.9,0.0,0,0,0,0,0,760.6,22.0
2510,16,2020-05-23,656.7620400000001,2020-05-23 16:00:00,2020,5,23,1,14,23.9,0.0,0,0,0,0,0,760.6,22.0
2511,17,2020-05-23,0.0,2020-05-23 17:00:00,2020,5,23,0,14,23.9,0.0,0,0,0,0,0,760.6,22.0
2512,18,2020-05-23,0.0,2020-05-23 18:00:00,2020,5,23,0,14,20.1,0.0,0,0,0,0,0,761.9,39.0
2513,19,2020-05-23,0.0,2020-05-23 19:00:00,2020,5,23,0,14,20.1,0.0,0,0,0,0,0,761.9,39.0
2514,20,2020-05-23,0.0,2020-05-23 20:00:00,2020,5,23,0,14,20.1,0.0,0,0,0,0,0,761.9,39.0
2515,21,2020-05-23,0.0,2020-05-23 21:00:00,2020,5,23,0,14,17.4,0.0,0,0,0,0,0,762.2,53.0
2516,22,2020-05-23,0.0,2020-05-23 22:00:00,2020,5,23,0,14,17.4,0.0,0,0,0,0,0,762.2,53.0
2517,23,2020-05-23,0.0,2020-05-23 23:00:00,2020,5,23,0,14,17.4,0.0,0,0,0,0,0,762.2,53.0
2518,24,2020-05-24,0.0,2020-05-24 00:00:00,2020,5,24,0,14,22.9,0.0,0,0,0,0,0,761.5,39.0
2519,1,2020-05-24,394.826256,2020-05-24 01:00:00,2020,5,24,0,14,22.9,0.0,0,0,0,0,0,761.5,39.0
2520,2,2020-05-24,22965.727224000002,2020-05-24 02:00:00,2020,5,24,1,14,22.9,0.0,0,0,0,0,0,761.5,39.0
2521,3,2020-05-24,63369.614088,2020-05-24 03:00:00,2020,5,24,1,14,27.2,0.0,0,0,0,0,0,761.3,26.0
2522,4,2020-05-24,76859.511168,2020-05-24 04:00:00,2020,5,24,1,14,27.2,0.0,0,0,0,0,0,761.3,26.0
2523,5,2020-05-24,79623.29496,2020-05-24 05:00:00,2020,5,24,1,14,27.2,0.0,0,0,0,0,0,761.3,26.0
2524,6,2020-05-24,79491.686208,2020-05-24 06:00:00,2020,5,24,1,14,29.9,0.0,0,0,0,0,0,761.3,26.0
2525,7,2020-05-24,79425.881832,2020-05-24 07:00:00,2020,5,24,1,14,29.9,0.0,0,0,0,0,0,761.3,26.0
2526,8,2020-05-24,75740.836776,2020-05-24 08:00:00,2020,5,24,1,14,29.9,0.0,0,0,0,0,0,761.3,26.0
2527,9,2020-05-24,66791.44164,2020-05-24 09:00:00,2020,5,24,1,14,30.8,0.0,0,0,0,0,0,760.9,25.0
2528,10,2020-05-24,53762.175192,2020-05-24 10:00:00,2020,5,24,1,14,30.8,0.0,0,0,0,0,0,760.9,25.0
2529,11,2020-05-24,37508.49432,2020-05-24 11:00:00,2020,5,24,1,14,30.8,0.0,0,0,0,0,0,760.9,25.0
2530,12,2020-05-24,20201.943432,2020-05-24 12:00:00,2020,5,24,1,14,30.7,0.0,0,0,0,0,0,760.7,22.0
2531,13,2020-05-24,7633.307616,2020-05-24 13:00:00,2020,5,24,1,14,30.7,0.0,0,0,0,0,0,760.7,22.0
2532,14,2020-05-24,49616.499504,2020-05-24 14:00:00,2020,5,24,1,14,30.7,0.0,0,0,0,0,0,760.7,22.0
2533,15,2020-05-24,18491.029656000002,2020-05-24 15:00:00,2020,5,24,1,14,25.5,0.0,0,0,0,0,0,760.6,18.0
2534,16,2020-05-24,723.8481360000001,2020-05-24 16:00:00,2020,5,24,1,14,25.5,0.0,0,0,0,0,0,760.6,18.0
2535,17,2020-05-24,0.0,2020-05-24 17:00:00,2020,5,24,0,14,25.5,0.0,0,0,0,0,0,760.6,18.0
2536,18,2020-05-24,0.0,2020-05-24 18:00:00,2020,5,24,0,14,19.2,0.0,0,0,0,0,0,761.7,26.0
2537,19,2020-05-24,0.0,2020-05-24 19:00:00,2020,5,24,0,14,19.2,0.0,0,0,0,0,0,761.7,26.0
2538,20,2020-05-24,0.0,2020-05-24 20:00:00,2020,5,24,0,14,19.2,0.0,0,0,0,0,0,761.7,26.0
2539,21,2020-05-24,0.0,2020-05-24 21:00:00,2020,5,24,0,14,20.6,0.0,0,0,0,0,0,762.5,24.0
2540,22,2020-05-24,0.0,2020-05-24 22:00:00,2020,5,24,0,14,20.6,0.0,0,0,0,0,0,762.5,24.0
2541,23,2020-05-24,0.0,2020-05-24 23:00:00,2020,5,24,0,14,20.6,0.0,0,0,0,0,0,762.5,24.0
2542,24,2020-05-25,0.0,2020-05-25 00:00:00,2020,5,25,0,15,22.6,0.0,0,0,0,0,0,763.0,23.0
2543,1,2020-05-25,328.11834,2020-05-25 01:00:00,2020,5,25,0,15,22.6,0.0,0,0,0,0,0,763.0,23.0
2544,2,2020-05-25,23821.391484,2020-05-25 02:00:00,2020,5,25,1,15,22.6,0.0,0,0,0,0,0,763.0,23.0
2545,3,2020-05-25,64114.323636,2020-05-25 03:00:00,2020,5,25,1,15,25.9,0.0,0,0,0,0,0,761.5,21.0
2546,4,2020-05-25,76910.938896,2020-05-25 04:00:00,2020,5,25,1,15,25.9,0.0,0,0,0,0,0,761.5,21.0
2547,5,2020-05-25,78354.659592,2020-05-25 05:00:00,2020,5,25,1,15,25.9,0.0,0,0,0,0,0,761.5,21.0
2548,6,2020-05-25,77960.917584,2020-05-25 06:00:00,2020,5,25,1,15,30.4,0.0,0,0,0,0,0,761.6,28.0
2549,7,2020-05-25,77435.92824000001,2020-05-25 07:00:00,2020,5,25,1,15,30.4,0.0,0,0,0,0,0,761.6,28.0
2550,8,2020-05-25,77567.175576,2020-05-25 08:00:00,2020,5,25,1,15,30.4,0.0,0,0,0,0,0,761.6,28.0
2551,9,2020-05-25,77501.551908,2020-05-25 09:00:00,2020,5,25,1,15,33.1,0.0,0,0,0,0,0,760.9,23.0
2552,10,2020-05-25,77239.05723600001,2020-05-25 10:00:00,2020,5,25,1,15,33.1,0.0,0,0,0,0,0,760.9,23.0
2553,11,2020-05-25,77107.80990000001,2020-05-25 11:00:00,2020,5,25,1,15,33.1,0.0,0,0,0,0,0,760.9,23.0
2554,12,2020-05-25,77501.551908,2020-05-25 12:00:00,2020,5,25,1,15,32.5,0.0,0,0,0,0,0,760.0,18.0
2555,13,2020-05-25,76254.702216,2020-05-25 13:00:00,2020,5,25,1,15,32.5,0.0,0,0,0,0,0,760.0,18.0
2556,14,2020-05-25,62276.860932,2020-05-25 14:00:00,2020,5,25,1,15,32.5,0.0,0,0,0,0,0,760.0,18.0
2557,15,2020-05-25,18571.498044,2020-05-25 15:00:00,2020,5,25,1,15,26.1,0.0,0,0,0,0,0,759.7,19.0
2558,16,2020-05-25,853.1076840000001,2020-05-25 16:00:00,2020,5,25,1,15,26.1,0.0,0,0,0,0,0,759.7,19.0
2559,17,2020-05-25,0.0,2020-05-25 17:00:00,2020,5,25,0,15,26.1,0.0,0,0,0,0,0,759.7,19.0
2560,18,2020-05-25,0.0,2020-05-25 18:00:00,2020,5,25,0,15,23.4,0.0,0,0,0,0,0,760.3,30.0
2561,19,2020-05-25,0.0,2020-05-25 19:00:00,2020,5,25,0,15,23.4,0.0,0,0,0,0,0,760.3,30.0
2562,20,2020-05-25,0.0,2020-05-25 20:00:00,2020,5,25,0,15,23.4,0.0,0,0,0,0,0,760.3,30.0
2563,21,2020-05-25,0.0,2020-05-25 21:00:00,2020,5,25,0,15,22.8,0.0,0,0,0,0,0,761.2,77.0
2564,22,2020-05-25,0.0,2020-05-25 22:00:00,2020,5,25,0,15,22.8,0.0,0,0,0,0,0,761.2,77.0
2565,23,2020-05-25,0.0,2020-05-25 23:00:00,2020,5,25,0,15,22.8,0.0,0,0,0,0,0,761.2,77.0
2566,24,2020-05-26,0.0,2020-05-26 00:00:00,2020,5,26,0,15,12.0,0.0,0,0,0,0,0,760.0,69.0
2567,1,2020-05-26,394.684488,2020-05-26 01:00:00,2020,5,26,0,15,12.0,0.0,0,0,0,0,0,760.0,69.0
2568,2,2020-05-26,22957.481052,2020-05-26 02:00:00,2020,5,26,1,15,12.0,0.0,0,0,0,0,0,760.0,69.0
2569,3,2020-05-26,62162.80686,2020-05-26 03:00:00,2020,5,26,1,15,25.3,0.0,0,0,0,0,0,760.9,100.0
2570,4,2020-05-26,75713.640948,2020-05-26 04:00:00,2020,5,26,1,15,25.3,0.0,0,0,0,0,0,760.9,100.0
2571,5,2020-05-26,78805.336104,2020-05-26 05:00:00,2020,5,26,1,15,25.3,0.0,0,0,0,0,0,760.9,100.0
2572,6,2020-05-26,78147.528624,2020-05-26 06:00:00,2020,5,26,1,15,33.2,0.0,0,0,0,0,0,758.4,56.0
2573,7,2020-05-26,75450.517956,2020-05-26 07:00:00,2020,5,26,1,15,33.2,0.0,0,0,0,0,0,758.4,56.0
2574,8,2020-05-26,74792.710476,2020-05-26 08:00:00,2020,5,26,1,15,33.2,0.0,0,0,0,0,0,758.4,56.0
2575,9,2020-05-26,77292.3789,2020-05-26 09:00:00,2020,5,26,1,15,35.0,0.0,0,0,0,0,0,757.2,24.0
2576,10,2020-05-26,78871.11685199999,2020-05-26 10:00:00,2020,5,26,1,15,35.0,0.0,0,0,0,0,0,757.2,24.0
2577,11,2020-05-26,79463.14358399999,2020-05-26 11:00:00,2020,5,26,1,15,35.0,0.0,0,0,0,0,0,757.2,24.0
2578,12,2020-05-26,77884.405632,2020-05-26 12:00:00,2020,5,26,1,15,34.8,0.0,0,0,0,0,0,756.7,16.0
2579,13,2020-05-26,71437.892328,2020-05-26 13:00:00,2020,5,26,1,15,34.8,0.0,0,0,0,0,0,756.7,16.0
2580,14,2020-05-26,58479.084972,2020-05-26 14:00:00,2020,5,26,1,15,34.8,0.0,0,0,0,0,0,756.7,16.0
2581,15,2020-05-26,17958.144204,2020-05-26 15:00:00,2020,5,26,1,15,24.5,0.0,0,0,0,0,0,756.4,18.0
2582,16,2020-05-26,789.368976,2020-05-26 16:00:00,2020,5,26,1,15,24.5,0.0,0,0,0,0,0,756.4,18.0
2583,17,2020-05-26,0.0,2020-05-26 17:00:00,2020,5,26,0,15,24.5,0.0,0,0,0,0,0,756.4,18.0
2584,18,2020-05-26,0.0,2020-05-26 18:00:00,2020,5,26,0,15,16.7,0.0,0,0,0,0,0,758.0,55.0
2585,19,2020-05-26,0.0,2020-05-26 19:00:00,2020,5,26,0,15,16.7,0.0,0,0,0,0,0,758.0,55.0
2586,20,2020-05-26,0.0,2020-05-26 20:00:00,2020,5,26,0,15,16.7,0.0,0,0,0,0,0,758.0,55.0
2587,21,2020-05-26,0.0,2020-05-26 21:00:00,2020,5,26,0,15,16.2,0.0,0,0,0,0,0,758.9,72.0
2588,22,2020-05-26,0.0,2020-05-26 22:00:00,2020,5,26,0,15,16.2,0.0,0,0,0,0,0,758.9,72.0
2589,23,2020-05-26,0.0,2020-05-26 23:00:00,2020,5,26,0,15,16.2,0.0,0,0,0,0,0,758.9,72.0
2590,24,2020-05-27,0.0,2020-05-27 00:00:00,2020,5,27,0,15,12.7,0.0,0,0,0,0,0,759.4,100.0
2591,1,2020-05-27,394.85080800000003,2020-05-27 01:00:00,2020,5,27,0,15,12.7,0.0,0,0,0,0,0,759.4,100.0
2592,2,2020-05-27,21387.7521,2020-05-27 02:00:00,2020,5,27,1,15,12.7,0.0,0,0,0,0,0,759.4,100.0
2593,3,2020-05-27,56924.32482,2020-05-27 03:00:00,2020,5,27,1,15,26.8,0.0,0,0,0,0,0,760.5,100.0
2594,4,2020-05-27,67782.72204000001,2020-05-27 04:00:00,2020,5,27,1,15,26.8,0.0,0,0,0,0,0,760.5,100.0
2595,5,2020-05-27,72257.697864,2020-05-27 05:00:00,2020,5,27,1,15,26.8,0.0,0,0,0,0,0,760.5,100.0
2596,6,2020-05-27,74166.143436,2020-05-27 06:00:00,2020,5,27,1,15,33.9,0.0,0,0,0,0,0,758.9,49.0
2597,7,2020-05-27,71007.336972,2020-05-27 07:00:00,2020,5,27,1,15,33.9,0.0,0,0,0,0,0,758.9,49.0
2598,8,2020-05-27,74626.802712,2020-05-27 08:00:00,2020,5,27,1,15,33.9,0.0,0,0,0,0,0,758.9,49.0
2599,9,2020-05-27,75153.270456,2020-05-27 09:00:00,2020,5,27,1,15,34.5,0.0,0,0,0,0,0,757.7,20.0
2600,10,2020-05-27,75153.270456,2020-05-27 10:00:00,2020,5,27,1,15,34.5,0.0,0,0,0,0,0,757.7,20.0
2601,11,2020-05-27,75087.46198800001,2020-05-27 11:00:00,2020,5,27,1,15,34.5,0.0,0,0,0,0,0,757.7,20.0
2602,12,2020-05-27,74100.33496800001,2020-05-27 12:00:00,2020,5,27,1,15,34.5,0.0,0,0,0,0,0,757.0,16.0
2603,13,2020-05-27,70678.294632,2020-05-27 13:00:00,2020,5,27,1,15,34.5,0.0,0,0,0,0,0,757.0,16.0
2604,14,2020-05-27,57187.558692,2020-05-27 14:00:00,2020,5,27,1,15,34.5,0.0,0,0,0,0,0,757.0,16.0
2605,15,2020-05-27,17702.477892,2020-05-27 15:00:00,2020,5,27,1,15,28.4,0.0,0,0,0,0,0,756.6,17.0
2606,16,2020-05-27,789.7016160000001,2020-05-27 16:00:00,2020,5,27,1,15,28.4,0.0,0,0,0,0,0,756.6,17.0
2607,17,2020-05-27,0.0,2020-05-27 17:00:00,2020,5,27,0,15,28.4,0.0,0,0,0,0,0,756.6,17.0
2608,18,2020-05-27,0.0,2020-05-27 18:00:00,2020,5,27,0,15,18.6,0.0,20,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,757.6,31.0
2609,19,2020-05-27,0.0,2020-05-27 19:00:00,2020,5,27,0,15,18.6,0.0,20,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,757.6,31.0
2610,20,2020-05-27,0.0,2020-05-27 20:00:00,2020,5,27,0,15,18.6,0.0,20,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,757.6,31.0
2611,21,2020-05-27,0.0,2020-05-27 21:00:00,2020,5,27,0,15,14.4,0.0,0,0,0,0,0,758.3,41.0
2612,22,2020-05-27,0.0,2020-05-27 22:00:00,2020,5,27,0,15,14.4,0.0,0,0,0,0,0,758.3,41.0
2613,23,2020-05-27,0.0,2020-05-27 23:00:00,2020,5,27,0,15,14.4,0.0,0,0,0,0,0,758.3,41.0
2614,24,2020-05-28,0.0,2020-05-28 00:00:00,2020,5,28,0,15,17.6,0.0,0,0,0,0,0,758.9,42.0
2615,1,2020-05-28,459.477018,2020-05-28 01:00:00,2020,5,28,0,15,17.6,0.0,0,0,0,0,0,758.9,42.0
