,Time (CET),Attribute,Value,datetime,Year,Month,Day,s,sH,T,p,w,c,Cl,W2,tS,E',P,U
2946,19,2020-06-10,0.0,2020-06-10 19:00:00,2020,6,10,0,15,24.7,0.0,ясно,70,"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.",Ливень (ливни).,0,0,762.2,22.0
2947,20,2020-06-10,0.0,2020-06-10 20:00:00,2020,6,10,0,15,24.7,0.0,ясно,70,"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.",Ливень (ливни).,0,0,762.7,43.0
2948,21,2020-06-10,0.0,2020-06-10 21:00:00,2020,6,10,0,15,22.7,0.0,ясно,70,"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.",Ливень (ливни).,0,0,762.7,43.0
2949,22,2020-06-10,0.0,2020-06-10 22:00:00,2020,6,10,0,15,22.7,0.0,ясно,70,"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.",Ливень (ливни).,0,0,762.7,43.0
2950,23,2020-06-10,0.0,2020-06-10 23:00:00,2020,6,10,0,15,22.7,0.0,ясно,20,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,762.3,44.0
2951,24,2020-06-11,0.0,2020-06-11 00:00:00,2020,6,11,0,15,20.9,0.0,ясно,20,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,762.3,44.0
2952,1,2020-06-11,6.6,2020-06-11 01:00:00,2020,6,11,1,15,20.9,0.0,ясно,20,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,762.3,44.0
2953,2,2020-06-11,2130.7,2020-06-11 02:00:00,2020,6,11,1,15,20.9,0.0,ясно,20,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,762.2,49.0
2954,3,2020-06-11,12116.5,2020-06-11 03:00:00,2020,6,11,1,15,23.7,0.0,ясно,20,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,762.2,49.0
2955,4,2020-06-11,18305.1,2020-06-11 04:00:00,2020,6,11,1,15,23.7,0.0,ясно,20,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,762.2,49.0
2956,5,2020-06-11,19433.7,2020-06-11 05:00:00,2020,6,11,1,15,23.7,0.0,ясно,20,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,762.5,32.0
2957,6,2020-06-11,20433.6,2020-06-11 06:00:00,2020,6,11,1,15,31.2,0.0,ясно,20,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,762.5,32.0
2958,7,2020-06-11,20313.7,2020-06-11 07:00:00,2020,6,11,1,15,31.2,0.0,ясно,20,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,762.5,32.0
2959,8,2020-06-11,20276.3,2020-06-11 08:00:00,2020,6,11,1,15,31.2,0.0,ясно,20,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,761.9,18.0
2960,9,2020-06-11,20367.6,2020-06-11 09:00:00,2020,6,11,1,15,34.2,0.0,ясно,20,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,761.9,18.0
2961,10,2020-06-11,20436.9,2020-06-11 10:00:00,2020,6,11,1,15,34.2,0.0,ясно,20,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,761.9,18.0
2962,11,2020-06-11,20361.0,2020-06-11 11:00:00,2020,6,11,1,15,34.2,0.0,ясно,0,0,0,0,0,760.9,16.0
2963,12,2020-06-11,20188.3,2020-06-11 12:00:00,2020,6,11,1,15,35.0,0.0,ясно,0,0,0,0,0,760.9,16.0
2964,13,2020-06-11,19921.0,2020-06-11 13:00:00,2020,6,11,1,15,35.0,0.0,ясно,0,0,0,0,0,760.9,16.0
2965,14,2020-06-11,18535.0,2020-06-11 14:00:00,2020,6,11,1,15,35.0,0.0,ясно,20,"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.",0,0,0,759.9,15.0
2966,15,2020-06-11,14598.1,2020-06-11 15:00:00,2020,6,11,1,15,32.0,0.0,ясно,20,"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.",0,0,0,759.9,15.0
2967,16,2020-06-11,3627.8,2020-06-11 16:00:00,2020,6,11,1,15,32.0,0.0,ясно,20,"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.",0,0,0,759.9,15.0
2968,17,2020-06-11,95.7,2020-06-11 17:00:00,2020,6,11,0,15,32.0,0.0,ясно,20,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,759.5,18.0
2969,18,2020-06-11,0.0,2020-06-11 18:00:00,2020,6,11,0,15,23.6,0.0,ясно,20,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,759.5,18.0
2970,19,2020-06-11,0.0,2020-06-11 19:00:00,2020,6,11,0,15,23.6,0.0,ясно,20,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,759.5,18.0
2971,20,2020-06-11,0.0,2020-06-11 20:00:00,2020,6,11,0,15,23.6,0.0,ясно,0,0,0,0,0,759.9,28.0
2972,21,2020-06-11,0.0,2020-06-11 21:00:00,2020,6,11,0,15,21.5,0.0,ясно,0,0,0,0,0,759.9,28.0
2973,22,2020-06-11,0.0,2020-06-11 22:00:00,2020,6,11,0,15,21.5,0.0,ясно,0,0,0,0,0,759.9,28.0
2974,23,2020-06-11,0.0,2020-06-11 23:00:00,2020,6,11,0,15,21.5,0.0,ясно,0,0,0,0,0,759.2,35.0
2975,24,2020-06-12,0.0,2020-06-12 00:00:00,2020,6,12,0,15,22.1,0.0,ясно,0,0,0,0,0,759.2,35.0
2976,1,2020-06-12,8.8,2020-06-12 01:00:00,2020,6,12,1,15,22.1,0.0,ясно,0,0,0,0,0,759.2,35.0
2977,2,2020-06-12,2049.3,2020-06-12 02:00:00,2020,6,12,1,15,22.1,0.0,ясно,20,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,759.1,36.0
2978,3,2020-06-12,11643.5,2020-06-12 03:00:00,2020,6,12,1,15,26.7,0.0,ясно,20,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,759.1,36.0
2979,4,2020-06-12,17986.1,2020-06-12 04:00:00,2020,6,12,1,15,26.7,0.0,ясно,20,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,759.1,36.0
2980,5,2020-06-12,19902.3,2020-06-12 05:00:00,2020,6,12,1,15,26.7,0.0,ясно,0,0,0,0,0,759.0,30.0
2981,6,2020-06-12,20310.4,2020-06-12 06:00:00,2020,6,12,1,15,34.3,0.0,ясно,0,0,0,0,0,759.0,30.0
2982,7,2020-06-12,20122.3,2020-06-12 07:00:00,2020,6,12,1,15,34.3,0.0,ясно,0,0,0,0,0,759.0,30.0
2983,8,2020-06-12,19988.1,2020-06-12 08:00:00,2020,6,12,1,15,34.3,0.0,ясно,0,0,0,0,0,758.4,25.0
2984,9,2020-06-12,20381.9,2020-06-12 09:00:00,2020,6,12,1,15,36.5,0.0,ясно,0,0,0,0,0,758.4,25.0
2985,10,2020-06-12,20440.2,2020-06-12 10:00:00,2020,6,12,1,15,36.5,0.0,ясно,0,0,0,0,0,758.4,25.0
2986,11,2020-06-12,20331.3,2020-06-12 11:00:00,2020,6,12,1,15,36.5,0.0,ясно,0,0,0,0,0,757.7,19.0
2987,12,2020-06-12,20359.9,2020-06-12 12:00:00,2020,6,12,1,15,37.0,0.0,ясно,0,0,0,0,0,757.7,19.0
2988,13,2020-06-12,19950.7,2020-06-12 13:00:00,2020,6,12,1,15,37.0,0.0,ясно,0,0,0,0,0,757.7,19.0
2989,14,2020-06-12,18604.3,2020-06-12 14:00:00,2020,6,12,1,15,37.0,0.0,ясно,70,"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.",0,0,0,756.0,19.0
2990,15,2020-06-12,14643.2,2020-06-12 15:00:00,2020,6,12,1,15,34.0,0.0,ясно,70,"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.",0,0,0,756.0,19.0
2991,16,2020-06-12,3581.6,2020-06-12 16:00:00,2020,6,12,1,15,34.0,0.0,ясно,70,"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.",0,0,0,756.0,19.0
2992,17,2020-06-12,85.8,2020-06-12 17:00:00,2020,6,12,0,15,34.0,0.0,ясно,60,"Слоисто-кучевые, образовавшиеся из кучевых.",0,0,0,755.5,23.0
2993,18,2020-06-12,0.0,2020-06-12 18:00:00,2020,6,12,0,15,24.9,0.0,ясно,60,"Слоисто-кучевые, образовавшиеся из кучевых.",0,0,0,755.5,23.0
2994,19,2020-06-12,0.0,2020-06-12 19:00:00,2020,6,12,0,15,24.9,0.0,ясно,60,"Слоисто-кучевые, образовавшиеся из кучевых.",0,0,0,755.5,23.0
2995,20,2020-06-12,0.0,2020-06-12 20:00:00,2020,6,12,0,15,24.9,0.0,ясно,40,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,755.8,29.0
2996,21,2020-06-12,0.0,2020-06-12 21:00:00,2020,6,12,0,15,24.5,0.0,ясно,40,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,755.8,29.0
2997,22,2020-06-12,0.0,2020-06-12 22:00:00,2020,6,12,0,15,24.5,0.0,ясно,40,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,755.8,29.0
2998,23,2020-06-12,0.0,2020-06-12 23:00:00,2020,6,12,0,15,24.5,0.0,ясно,60,"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.",Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.,0,0,755.3,32.0
2999,24,2020-06-13,0.0,2020-06-13 00:00:00,2020,6,13,0,15,21.9,0.0,ясно,60,"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.",Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.,0,0,755.3,32.0
3000,1,2020-06-13,7.7,2020-06-13 01:00:00,2020,6,13,1,15,21.9,0.0,ясно,60,"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.",Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.,0,0,755.3,32.0
3001,2,2020-06-13,1983.3,2020-06-13 02:00:00,2020,6,13,1,15,21.9,0.0,ясно,60,"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.",0,0,0,755.8,38.0
